Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks,Year_Num,Month_Num,Source_File,% 52 plus weeks
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,271,233,86.00%,8.2,26.3,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"3,691","3,160",85.60%,7.1,25,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology Service,"7,079","5,488",77.50%,8.3,32.1,8,-,-,2025,3,RTT_2025_MAR,0.10%
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology Service,"4,598","2,617",56.90%,15.5,37.2,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"1,058",919,86.90%,7.6,21.5,1,-,-,2025,3,RTT_2025_MAR,0.10%
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology Service,"2,420","1,421",58.70%,13.6,37.6,2,-,-,2025,3,RTT_2025_MAR,0.10%
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology Service,"1,112",720,64.70%,11.2,32.8,1,-,-,2025,3,RTT_2025_MAR,0.10%
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,304,266,87.50%,6.2,21.3,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology Service,"3,483","2,477",71.10%,9.5,31.4,2,-,-,2025,3,RTT_2025_MAR,0.10%
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,"8,303","7,068",85.10%,6.2,25.2,1,-,-,2025,3,RTT_2025_MAR,0.00%
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"1,352",891,65.90%,11.5,32.2,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,"6,765","4,918",72.70%,8.4,33.8,5,-,-,2025,3,RTT_2025_MAR,0.10%
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,X06,Other - Other Services,743,714,96.10%,4.9,13.4,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_100,General Surgery Service,766,402,52.50%,17,38.2,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_101,Urology Service,"7,165","4,612",64.40%,11.9,37.8,33,-,-,2025,3,RTT_2025_MAR,0.50%
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_110,Trauma and Orthopaedic Service,"5,305","3,160",59.60%,14.3,39.3,2,-,-,2025,3,RTT_2025_MAR,0.00%
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_120,Ear Nose and Throat Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_130,Ophthalmology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_140,Oral Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_150,Neurosurgical Service,"1,310","1,009",77.00%,9,31.4,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_160,Plastic Surgery Service,"2,308","1,513",65.60%,11.2,39.5,7,-,-,2025,3,RTT_2025_MAR,0.30%
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_170,Cardiothoracic Surgery Service,22,22,100.00%,6,8.6,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_300,General Internal Medicine Service,1,1,100.00%,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_301,Gastroenterology Service,993,538,54.20%,16,36.8,3,-,-,2025,3,RTT_2025_MAR,0.30%
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_320,Cardiology Service,"1,899","1,341",70.60%,9.4,32,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_330,Dermatology Service,"2,060","1,273",61.80%,10.7,40.2,2,-,-,2025,3,RTT_2025_MAR,0.10%
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_340,Respiratory Medicine Service,762,685,89.90%,5.6,18.8,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_400,Neurology Service,"4,331","2,319",53.50%,16.9,39.4,2,-,-,2025,3,RTT_2025_MAR,0.00%
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_410,Rheumatology Service,754,610,80.90%,7.7,23.7,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_430,Elderly Medicine Service,179,149,83.20%,9.8,20.9,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,C_502,Gynaecology Service,"4,757","3,069",64.50%,11.3,40.9,98,-,-,2025,3,RTT_2025_MAR,2.10%
Y58,RVJ,NORTH BRISTOL NHS TRUST,X02,Other - Medical Services,"5,411","3,472",64.20%,11.5,32.7,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,X04,Other - Paediatric Services,13,13,100.00%,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,X05,Other - Surgical Services,"5,111","3,842",75.20%,7.9,32,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RVJ,NORTH BRISTOL NHS TRUST,X06,Other - Other Services,168,164,97.60%,3.2,14.7,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_100,General Surgery Service,856,464,54.20%,15.7,41.8,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_101,Urology Service,765,533,69.70%,9.6,34.7,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_110,Trauma and Orthopaedic Service,"2,385","1,097",46.00%,19.3,40.5,5,-,-,2025,3,RTT_2025_MAR,0.20%
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_120,Ear Nose and Throat Service,"1,580",741,46.90%,20.2,43,1,-,-,2025,3,RTT_2025_MAR,0.10%
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_130,Ophthalmology Service,"2,197","1,423",64.80%,11.7,32.4,1,-,-,2025,3,RTT_2025_MAR,0.00%
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_140,Oral Surgery Service,759,397,52.30%,16.5,42.2,3,-,-,2025,3,RTT_2025_MAR,0.40%
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_300,General Internal Medicine Service,3,3,100.00%,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_301,Gastroenterology Service,761,471,61.90%,12,37.2,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_320,Cardiology Service,881,404,45.90%,19.6,39.4,3,-,-,2025,3,RTT_2025_MAR,0.30%
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_330,Dermatology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_340,Respiratory Medicine Service,338,227,67.20%,12,35.3,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_410,Rheumatology Service,486,388,79.80%,6,22.3,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_430,Elderly Medicine Service,38,36,94.70%,3.3,11.5,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,C_502,Gynaecology Service,"1,033",649,62.80%,13,35.1,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,X02,Other - Medical Services,464,362,78.00%,8.8,30,1,-,-,2025,3,RTT_2025_MAR,0.20%
Y59,R1F,ISLE OF WIGHT NHS TRUST,X03,Other - Mental Health Services,7,1,14.30%,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,X04,Other - Paediatric Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,X05,Other - Surgical Services,"1,073",788,73.40%,8.7,30.9,-,-,-,2025,3,RTT_2025_MAR,-
Y59,R1F,ISLE OF WIGHT NHS TRUST,X06,Other - Other Services,76,48,63.20%,11,38.9,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery Service,"2,519","1,806",71.70%,9.5,40.5,58,1,4,2025,3,RTT_2025_MAR,2.30%
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_101,Urology Service,"1,519","1,211",79.70%,7.9,31.4,4,-,-,2025,3,RTT_2025_MAR,0.30%
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"5,803","2,633",45.40%,20.7,50.3,411,1,10,2025,3,RTT_2025_MAR,7.10%
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"3,156","1,666",52.80%,16.4,43.7,88,-,-,2025,3,RTT_2025_MAR,2.80%
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"2,082","1,480",71.10%,10.6,28.2,5,-,-,2025,3,RTT_2025_MAR,0.20%
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"4,450","1,710",38.40%,26.7,54.8,566,3,12,2025,3,RTT_2025_MAR,12.70%
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,121,115,95.00%,4.8,14.1,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,1,1,100.00%,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"1,039",676,65.10%,11.7,35.7,13,-,-,2025,3,RTT_2025_MAR,1.30%
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology Service,"1,264",689,54.50%,16.1,45.4,44,-,-,2025,3,RTT_2025_MAR,3.50%
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,936,451,48.20%,19.2,47.2,20,-,-,2025,3,RTT_2025_MAR,2.10%
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology Service,"1,051",372,35.40%,23.5,48.7,49,-,-,2025,3,RTT_2025_MAR,4.70%
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology Service,177,164,92.70%,5.2,16.8,1,-,-,2025,3,RTT_2025_MAR,0.60%
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology Service,"1,631","1,157",70.90%,9.5,35.1,14,-,-,2025,3,RTT_2025_MAR,0.90%
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,X02,Other - Medical Services,"2,921","2,013",68.90%,9.9,35.3,19,-,-,2025,3,RTT_2025_MAR,0.70%
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,X04,Other - Paediatric Services,744,511,68.70%,10.9,26.3,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,"1,005",690,68.70%,8.2,30,8,-,1,2025,3,RTT_2025_MAR,0.80%
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,X06,Other - Other Services,755,534,70.70%,9.8,36.5,7,-,1,2025,3,RTT_2025_MAR,0.90%
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_100,General Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_101,Urology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"10,779","7,743",71.80%,8.7,30,2,-,-,2025,3,RTT_2025_MAR,0.00%
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_130,Ophthalmology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_140,Oral Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_301,Gastroenterology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_320,Cardiology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_330,Dermatology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_410,Rheumatology Service,403,375,93.10%,5.8,17.6,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,C_502,Gynaecology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,X02,Other - Medical Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,X04,Other - Paediatric Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,X05,Other - Surgical Services,146,131,89.70%,4.4,23.7,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,X06,Other - Other Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,794","1,171",65.30%,8.9,45.2,69,-,1,2025,3,RTT_2025_MAR,3.80%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_101,Urology Service,"4,482","2,465",55.00%,15.9,49.4,262,-,3,2025,3,RTT_2025_MAR,5.80%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"11,251","5,587",49.70%,18.1,43.6,272,-,7,2025,3,RTT_2025_MAR,2.40%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"6,039","3,385",56.10%,15.6,45.2,202,-,2,2025,3,RTT_2025_MAR,3.30%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,248","3,107",73.10%,8.5,36.5,52,-,1,2025,3,RTT_2025_MAR,1.20%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"2,761",855,31.00%,28.5,57.2,426,-,14,2025,3,RTT_2025_MAR,15.40%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_150,Neurosurgical Service,1,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"2,667","1,137",42.60%,21.8,49,128,-,15,2025,3,RTT_2025_MAR,4.80%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,50,39,78.00%,6.6,23,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"2,390","1,562",65.40%,10.5,41.6,49,-,-,2025,3,RTT_2025_MAR,2.10%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_320,Cardiology Service,"5,001","3,068",61.30%,12.8,39.8,37,-,1,2025,3,RTT_2025_MAR,0.70%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_330,Dermatology Service,"6,724","2,360",35.10%,25.9,55.6,790,-,23,2025,3,RTT_2025_MAR,11.70%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"2,479","1,649",66.50%,11.3,38.7,21,-,-,2025,3,RTT_2025_MAR,0.80%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_400,Neurology Service,"2,890","1,346",46.60%,19.4,40.8,11,-,-,2025,3,RTT_2025_MAR,0.40%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_410,Rheumatology Service,666,554,83.20%,7,24.2,1,-,-,2025,3,RTT_2025_MAR,0.20%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,28,27,96.40%,6,14.9,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,C_502,Gynaecology Service,"4,284","2,697",63.00%,11.8,44,162,-,8,2025,3,RTT_2025_MAR,3.80%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,X02,Other - Medical Services,"6,808","3,540",52.00%,17.2,46.8,275,1,1,2025,3,RTT_2025_MAR,4.00%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,X03,Other - Mental Health Services,2,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,X04,Other - Paediatric Services,265,86,32.50%,21.9,46.4,15,-,-,2025,3,RTT_2025_MAR,5.70%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,X05,Other - Surgical Services,"7,322","3,838",52.40%,16.8,46.4,252,-,7,2025,3,RTT_2025_MAR,3.40%
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,X06,Other - Other Services,949,557,58.70%,14.1,43.6,28,-,-,2025,3,RTT_2025_MAR,3.00%
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,081",578,53.50%,16,52,87,-,5,2025,3,RTT_2025_MAR,8.00%
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_101,Urology Service,"3,188","1,822",57.20%,15.3,45,141,-,1,2025,3,RTT_2025_MAR,4.40%
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"4,037","2,156",53.40%,16.3,45.6,128,-,2,2025,3,RTT_2025_MAR,3.20%
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"1,599",950,59.40%,11.6,45.7,63,-,2,2025,3,RTT_2025_MAR,3.90%
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"5,859","4,284",73.10%,8.4,35.5,62,1,8,2025,3,RTT_2025_MAR,1.10%
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"3,297","1,380",41.90%,22.6,49.9,215,-,2,2025,3,RTT_2025_MAR,6.50%
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_150,Neurosurgical Service,"1,091",739,67.70%,9.8,36.7,5,-,-,2025,3,RTT_2025_MAR,0.50%
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,"1,024",607,59.30%,14.3,35.8,3,-,-,2025,3,RTT_2025_MAR,0.30%
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,63,45,71.40%,5.8,31,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"1,468","1,051",71.60%,10.1,28.5,1,-,-,2025,3,RTT_2025_MAR,0.10%
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_320,Cardiology Service,"3,208","1,994",62.20%,14,37,21,-,-,2025,3,RTT_2025_MAR,0.70%
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_330,Dermatology Service,"4,126","2,802",67.90%,8.7,35.2,2,-,-,2025,3,RTT_2025_MAR,0.00%
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"1,148",894,77.90%,9.3,27.5,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_400,Neurology Service,"4,709","2,946",62.60%,12.2,38,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_410,Rheumatology Service,703,571,81.20%,8.3,25.5,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,158,142,89.90%,7.4,21.2,-,-,-,2025,3,RTT_2025_MAR,-
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,C_502,Gynaecology Service,"4,461","2,378",53.30%,16.5,46.3,196,-,-,2025,3,RTT_2025_MAR,4.40%
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,X02,Other - Medical Services,"8,415","5,253",62.40%,13.3,35.3,14,-,-,2025,3,RTT_2025_MAR,0.20%
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
