Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks,Year_Num,Month_Num,Source_File
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,C_140,Oral Surgery Service,"5,464","2,730",50.00%,18,41.9,154,-,19,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,C_150,Neurosurgical Service,65,42,64.60%,14.5,27.3,-,-,-,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,C_160,Plastic Surgery Service,"1,136",698,61.40%,12.3,42.9,40,2,5,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,C_170,Cardiothoracic Surgery Service,467,357,76.40%,7.5,32.1,7,-,1,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,C_300,General Internal Medicine Service,118,114,96.60%,2.8,8.6,-,-,-,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,C_301,Gastroenterology Service,"7,859","4,219",53.70%,16.3,40.7,114,-,12,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,C_320,Cardiology Service,"8,073","3,903",48.30%,18.6,43,204,-,12,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,C_330,Dermatology Service,"2,492","2,059",82.60%,5.9,25.1,-,-,-,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,C_340,Respiratory Medicine Service,"1,874","1,380",73.60%,10.5,28.2,1,-,-,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,C_400,Neurology Service,"2,247","1,568",69.80%,12,25.3,-,-,-,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,C_410,Rheumatology Service,"2,863","2,095",73.20%,10,30.2,2,-,-,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,C_430,Elderly Medicine Service,543,428,78.80%,7.5,31.6,4,-,-,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,C_502,Gynaecology Service,"8,365","3,480",41.60%,21.5,49.1,482,1,39,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,X02,Other - Medical Services,"11,850","8,224",69.40%,11.1,32.6,62,1,6,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,X04,Other - Paediatric Services,"8,348","5,121",61.30%,13.5,42.3,295,1,41,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,X05,Other - Surgical Services,"2,905","2,003",69.00%,9.4,36.7,40,-,4,2024,3,RTT_2024_MAR
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,X06,Other - Other Services,"4,142","2,288",55.20%,16.2,40.6,78,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_100,General Surgery Service,"5,521","2,815",51.00%,17.7,47.3,283,13,79,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_101,Urology Service,"5,550","2,888",52.00%,17,44.6,166,1,9,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_110,Trauma and Orthopaedic Service,"4,549","2,317",50.90%,17.7,43.8,146,1,8,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_120,Ear Nose and Throat Service,"7,468","3,418",45.80%,19.9,53.3,663,6,179,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_130,Ophthalmology Service,"5,501","3,545",64.40%,11.6,32.4,32,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_140,Oral Surgery Service,"4,336","1,401",32.30%,26.7,60.6,703,6,221,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_160,Plastic Surgery Service,5,2,40.00%,-,-,1,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_300,General Internal Medicine Service,198,159,80.30%,13.7,27.4,5,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_301,Gastroenterology Service,"4,319","2,307",53.40%,16.6,41.7,98,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_320,Cardiology Service,"2,452","1,768",72.10%,9.2,27.8,3,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_330,Dermatology Service,"2,363","1,150",48.70%,18.9,54.7,226,-,81,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_340,Respiratory Medicine Service,"1,724","1,074",62.30%,12.2,37.8,4,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_400,Neurology Service,"1,947","1,126",57.80%,15.2,30.1,2,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_410,Rheumatology Service,"1,118",625,55.90%,15.8,33.5,2,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_430,Elderly Medicine Service,2,1,50.00%,-,-,1,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,C_502,Gynaecology Service,"4,454","2,479",55.70%,15.7,35.7,41,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,X02,Other - Medical Services,"4,828","2,949",61.10%,12.6,38.3,37,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,X04,Other - Paediatric Services,185,131,70.80%,9.6,28.4,-,-,-,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,X05,Other - Surgical Services,"2,795","1,894",67.80%,7.6,42.2,112,-,9,2024,3,RTT_2024_MAR
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,X06,Other - Other Services,"2,317","1,396",60.30%,12.7,35.1,6,-,1,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_100,General Surgery Service,"1,904",835,43.90%,20,47.1,104,-,13,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_101,Urology Service,"4,717","2,747",58.20%,15.3,37.5,104,-,3,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_110,Trauma and Orthopaedic Service,"7,135","3,549",49.70%,18.1,45.3,286,3,41,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_120,Ear Nose and Throat Service,"10,996","4,108",37.40%,25.7,55.5,"1,439",1,133,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_130,Ophthalmology Service,"6,294","3,585",57.00%,14.9,42,147,-,11,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_140,Oral Surgery Service,"2,997","1,188",39.60%,22.1,48.6,163,-,21,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_150,Neurosurgical Service,847,525,62.00%,14.1,43.1,35,-,8,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_160,Plastic Surgery Service,"1,221",546,44.70%,21.3,51.9,97,-,9,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_170,Cardiothoracic Surgery Service,289,202,69.90%,10.2,35.9,8,-,-,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_300,General Internal Medicine Service,5,2,40.00%,-,-,1,-,-,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_301,Gastroenterology Service,"4,756","2,695",56.70%,15.8,34,82,-,11,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_320,Cardiology Service,"3,374","1,628",48.30%,18.7,47,150,-,6,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_330,Dermatology Service,"5,847","3,100",53.00%,16.7,37.5,7,-,-,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_340,Respiratory Medicine Service,"1,971","1,305",66.20%,11.4,33.6,11,-,3,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_400,Neurology Service,"1,454","1,234",84.90%,8.8,20.8,1,-,-,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_410,Rheumatology Service,396,339,85.60%,4.9,24.1,1,-,-,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_430,Elderly Medicine Service,410,278,67.80%,12.1,29.9,2,-,1,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,C_502,Gynaecology Service,"3,964","2,346",59.20%,12.5,47,204,-,11,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,X02,Other - Medical Services,"12,124","7,235",59.70%,14,40.2,202,-,14,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,X04,Other - Paediatric Services,"2,582","2,034",78.80%,8.5,28.4,14,-,1,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,X05,Other - Surgical Services,"8,408","4,369",52.00%,17.1,47.6,477,7,133,2024,3,RTT_2024_MAR
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,X06,Other - Other Services,842,763,90.60%,5.6,21.1,3,-,-,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_100,General Surgery Service,"6,224","2,772",44.50%,21.3,48.5,332,2,35,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_101,Urology Service,"4,805","2,199",45.80%,20.3,48.3,244,5,21,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_110,Trauma and Orthopaedic Service,"7,481","3,553",47.50%,19,48.4,403,-,4,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_120,Ear Nose and Throat Service,"6,900","2,446",35.40%,26.3,54.1,705,23,178,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_130,Ophthalmology Service,"11,748","6,925",58.90%,14.2,36.1,96,2,6,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_140,Oral Surgery Service,"4,416","1,320",29.90%,27.5,51.3,292,1,27,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_160,Plastic Surgery Service,413,247,59.80%,16.2,36,11,-,-,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_170,Cardiothoracic Surgery Service,17,16,94.10%,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_300,General Internal Medicine Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_301,Gastroenterology Service,"2,451","1,339",54.60%,16.6,39.8,37,1,9,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_320,Cardiology Service,"4,875","2,421",49.70%,18.1,44.5,47,-,1,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_330,Dermatology Service,"4,399","1,581",35.90%,24,47.7,236,5,55,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_340,Respiratory Medicine Service,"1,042",874,83.90%,9.1,22.4,-,-,-,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_400,Neurology Service,"1,414",548,38.80%,21.6,37,12,-,9,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_410,Rheumatology Service,891,544,61.10%,11,44.6,33,1,6,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_430,Elderly Medicine Service,53,52,98.10%,4.8,11.4,-,-,-,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,C_502,Gynaecology Service,"4,638","2,630",56.70%,15.1,39.6,135,3,21,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,X02,Other - Medical Services,"3,571","2,514",70.40%,10.9,31.6,26,-,1,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,X04,Other - Paediatric Services,"7,767","3,980",51.20%,17.4,45.7,384,4,76,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,X05,Other - Surgical Services,"3,644","3,230",88.60%,10.2,20.8,19,-,-,2024,3,RTT_2024_MAR
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,X06,Other - Other Services,327,257,78.60%,9.7,26,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_100,General Surgery Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_101,Urology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_130,Ophthalmology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_140,Oral Surgery Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_301,Gastroenterology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_320,Cardiology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_330,Dermatology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_410,Rheumatology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_502,Gynaecology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,X02,Other - Medical Services,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,X03,Other - Mental Health Services,273,207,75.80%,10.1,36.1,2,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,X04,Other - Paediatric Services,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,X05,Other - Surgical Services,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,X06,Other - Other Services,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_100,General Surgery Service,"5,779","2,978",51.50%,17.3,50.1,414,-,64,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_101,Urology Service,"2,132","1,467",68.80%,11.6,40.1,71,-,11,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_110,Trauma and Orthopaedic Service,"1,351",443,32.80%,26.1,61.5,259,-,64,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_120,Ear Nose and Throat Service,"4,356","1,627",37.40%,24.2,55.5,484,-,105,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_130,Ophthalmology Service,"3,883","2,505",64.50%,11.5,39.1,98,-,1,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_140,Oral Surgery Service,"2,622",953,36.30%,25.9,54.5,302,-,28,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_170,Cardiothoracic Surgery Service,40,32,80.00%,7,23.8,-,-,-,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_300,General Internal Medicine Service,"1,559",756,48.50%,18.7,49,91,-,2,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_301,Gastroenterology Service,"2,253","1,409",62.50%,12.6,35.8,10,-,-,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_320,Cardiology Service,"2,745","1,256",45.80%,20.1,49.1,154,-,4,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_330,Dermatology Service,"2,140","1,295",60.50%,11.7,45.2,101,-,4,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_340,Respiratory Medicine Service,"1,987",699,35.20%,26.1,57.4,272,-,19,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_410,Rheumatology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_430,Elderly Medicine Service,149,143,96.00%,6.4,14.5,2,-,-,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,C_502,Gynaecology Service,"3,687","1,845",50.00%,18,49.2,254,-,60,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,X02,Other - Medical Services,59,44,74.60%,10.4,43.4,2,-,-,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,X03,Other - Mental Health Services,1,1,100.00%,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,X04,Other - Paediatric Services,966,612,63.40%,13.2,40.8,20,-,2,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,X05,Other - Surgical Services,669,261,39.00%,26.3,55.5,64,-,3,2024,3,RTT_2024_MAR
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,X06,Other - Other Services,416,138,33.20%,28.6,58.9,75,-,11,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_100,General Surgery Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_101,Urology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,367,192,52.30%,17.4,31.6,-,-,-,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_130,Ophthalmology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"4,539","2,715",59.80%,15.1,33.7,26,-,-,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_301,Gastroenterology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_320,Cardiology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_330,Dermatology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2024,3,RTT_2024_MAR
