Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Year_Num,Month_Num,Source_File, 52 plus 
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_100,General Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_101,Urology,63,63,100.00%,6,12,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_110,Trauma & Orthopaedics,"4,514","3,966",87.90%,7.2,22.8,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_130,Ophthalmology, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_140,Oral Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_150,Neurosurgery,52,38,73.10%,11.5,28.6,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_160,Plastic Surgery,4,4,100.00%,-,-,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_300,General Medicine, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_301,Gastroenterology,15,15,100.00%,-,-,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_320,Cardiology, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_330,Dermatology, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_340,Thoracic Medicine, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_400,Neurology,4,4,100.00%,-,-,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_410,Rheumatology,92,77,83.70%,10.1,20.7,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_430,Geriatric Medicine, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,C_502,Gynaecology, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,X01,Other,"1,330","1,212",91.10%,7.2,18.7,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_100,General Surgery,"1,537","1,452",94.50%,7.1,16.5,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_101,Urology,929,885,95.30%,5.4,16,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_110,Trauma & Orthopaedics,806,662,82.10%,8.4,22.3,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_130,Ophthalmology,907,891,98.20%,5.5,13.9,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_140,Oral Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_160,Plastic Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_300,General Medicine,412,399,96.80%,7.2,14.5,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_301,Gastroenterology,968,858,88.60%,8.2,19.6,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_320,Cardiology,"1,134","1,095",96.60%,7.2,14.8,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_330,Dermatology,"1,400","1,349",96.40%,5.5,15.4,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_340,Thoracic Medicine,655,643,98.20%,6.2,14.4,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_400,Neurology,435,224,51.50%,17.8,25.2,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_410,Rheumatology,327,322,98.50%,6.5,14.1,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_430,Geriatric Medicine,155,153,98.70%,4.2,14.4,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_502,Gynaecology,651,625,96.00%,3.4,14.5,2019,8,RTT_2019_AUG,
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X01,Other,"1,759","1,663",94.50%,6.3,16.5,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery,"2,337","1,844",78.90%,8.2,27.9,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_101,Urology,"1,036",847,81.80%,8.6,23.8,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,"4,559","3,462",75.90%,9.8,28.4,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)","1,638","1,468",89.60%,7.7,20.9,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology,"2,991","2,717",90.80%,7.4,19.1,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery,966,890,92.10%,8.1,17.9,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery,29,26,89.70%,5,20.7,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_300,General Medicine,49,48,98.00%,8,14.7,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology,"1,822","1,378",75.60%,9.9,27.7,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology,597,555,93.00%,7.4,17.5,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology,"1,312","1,027",78.30%,7.6,29.3,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_340,Thoracic Medicine,421,396,94.10%,6.5,16.9,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology,"1,108",945,85.30%,9.2,23.8,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology,762,583,76.50%,10.4,28.1,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_430,Geriatric Medicine,94,88,93.60%,5.8,15.7,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology,"1,272","1,135",89.20%,6.5,19.8,2019,8,RTT_2019_AUG,
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X01,Other,"6,291","4,738",75.30%,9.8,30.9,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_100,General Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_101,Urology, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_130,Ophthalmology, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_140,Oral Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_300,General Medicine, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_301,Gastroenterology, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_320,Cardiology, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_330,Dermatology, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_400,Neurology, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_410,Rheumatology, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_430,Geriatric Medicine,11,11,100.00%,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_502,Gynaecology, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X01,Other,706,696,98.60%,5.9,13.7,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery,569,526,92.40%,6.5,17.6,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_101,Urology,"1,341","1,253",93.40%,6.5,17.1,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,"1,921","1,742",90.70%,6.8,18.9,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)","1,771","1,663",93.90%,6.9,16.3,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology,"3,024","2,600",86.00%,8,23.1,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery,"1,220","1,091",89.40%,7,20.2,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery,367,348,94.80%,6.7,15.7,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_300,General Medicine,106,85,80.20%,7.4,24.5,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology,"1,248","1,170",93.80%,7.4,17.6,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology,778,741,95.20%,7.4,16.4,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology,"1,491","1,454",97.50%,6.6,15,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_340,Thoracic Medicine,445,407,91.50%,7.9,18.5,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology,713,676,94.80%,7.1,15,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology,640,601,93.90%,8.2,16.8,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_430,Geriatric Medicine,39,39,100.00%,4.1,7.6,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology,"1,702","1,512",88.80%,7.4,20.8,2019,8,RTT_2019_AUG,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X01,Other,"5,057","4,746",93.90%,6.6,16.9,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_100,General Surgery,"4,020","3,001",74.70%,10.3,31,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_101,Urology,"3,435","2,799",81.50%,8.7,24,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_110,Trauma & Orthopaedics,"4,288","2,914",68.00%,14.2,31,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_120,"Ear, Nose & Throat (ENT)","2,681","2,215",82.60%,8.8,27.5,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_130,Ophthalmology,"4,056","3,281",80.90%,9.6,23.2,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_140,Oral Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_150,Neurosurgery,"1,554","1,142",73.50%,10.2,29.8,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_160,Plastic Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_300,General Medicine,148,133,89.90%,5.9,24.6,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_301,Gastroenterology,"1,282","1,100",85.80%,7.1,24.2,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_320,Cardiology,"2,350","2,027",86.30%,7.4,21.7,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_330,Dermatology,"2,054","1,549",75.40%,10.6,27.3,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_340,Thoracic Medicine,"1,273","1,086",85.30%,8.5,22.9,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_400,Neurology,"1,963","1,551",79.00%,10.1,25.4,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_410,Rheumatology,"1,668","1,186",71.10%,11.6,30.5,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_430,Geriatric Medicine,193,178,92.20%,5.9,17.9,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_502,Gynaecology,"2,925","2,200",75.20%,10.9,28.1,2019,8,RTT_2019_AUG,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X01,Other,"8,674","6,787",78.20%,9.4,29.1,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_100,General Surgery,854,526,61.60%,13.5,40.4,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_101,Urology,"3,238","2,889",89.20%,8.5,19.8,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,"3,300","2,816",85.30%,8.5,22.5,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)","5,432","4,313",79.40%,10.2,26.2,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_130,Ophthalmology,"3,123","2,959",94.70%,6.9,15.9,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_140,Oral Surgery,"4,578","3,968",86.70%,7.4,21.4,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_160,Plastic Surgery,"1,461","1,046",71.60%,9.4,33,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_300,General Medicine,307,301,98.00%,5.5,12.7,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_301,Gastroenterology,"3,966","2,669",67.30%,11,36.9,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_320,Cardiology,"4,158","3,249",78.10%,9.8,27.1,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_330,Dermatology,"3,740","3,621",96.80%,6.9,16,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_340,Thoracic Medicine,"1,154","1,100",95.30%,5.9,15.8,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_400,Neurology,"1,810","1,594",88.10%,9,20,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_410,Rheumatology,889,864,97.20%,5.8,12.5,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_430,Geriatric Medicine,523,513,98.10%,4.2,11.8,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_502,Gynaecology,"5,206","4,124",79.20%,8.6,27.9,2019,8,RTT_2019_AUG,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X01,Other,"34,887","29,631",84.90%,7.9,23.6,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_100,General Surgery,"5,459","4,345",79.60%,8.5,27.6,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_101,Urology,"1,209","1,048",86.70%,9,22.8,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_110,Trauma & Orthopaedics,"4,031","3,091",76.70%,9.4,29.3,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_120,"Ear, Nose & Throat (ENT)","7,471","5,748",76.90%,11.4,27.1,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_130,Ophthalmology,382,293,76.70%,11.4,26.3,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_140,Oral Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_160,Plastic Surgery,16,14,87.50%,-,-,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_300,General Medicine,530,502,94.70%,6.3,17,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_301,Gastroenterology,"2,553","2,110",82.60%,9.6,25.9,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_320,Cardiology,"2,400","2,046",85.30%,9.8,22.3,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_330,Dermatology,"2,822","2,383",84.40%,9.1,23.2,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_340,Thoracic Medicine,"1,184","1,107",93.50%,8.5,17.3,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_400,Neurology,"2,009","1,548",77.10%,10.5,24.7,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_410,Rheumatology,"2,995","2,538",84.70%,9.7,22.2,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_430,Geriatric Medicine,338,316,93.50%,8.2,17.4,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_502,Gynaecology,"3,762","2,975",79.10%,9.7,31,2019,8,RTT_2019_AUG,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X01,Other,"5,124","4,701",91.70%,8,18.2,2019,8,RTT_2019_AUG,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_100,General Surgery,909,750,82.50%,9.3,24.4,2019,8,RTT_2019_AUG,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_101,Urology,"1,340","1,293",96.50%,7.6,16.9,2019,8,RTT_2019_AUG,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_110,Trauma & Orthopaedics,"1,831","1,540",84.10%,9.8,24.7,2019,8,RTT_2019_AUG,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_120,"Ear, Nose & Throat (ENT)",983,914,93.00%,7.2,17.6,2019,8,RTT_2019_AUG,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_130,Ophthalmology, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_140,Oral Surgery,10,7,70.00%,-,-,2019,8,RTT_2019_AUG,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2019,8,RTT_2019_AUG,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_160,Plastic Surgery,66,56,84.80%,7.9,22.7,2019,8,RTT_2019_AUG,
