Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Year_Num,Month_Num,Source_File
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,C_502,Gynaecology Service,861,697,81.00%,5.4,23.5,0,2021,4,RTT_2021_APR
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X02,Other - Medical Services,527,462,87.70%,7.1,19.8,0,2021,4,RTT_2021_APR
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X04,Other - Paediatric Services,647,640,98.90%,6.1,13.4,0,2021,4,RTT_2021_APR
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X05,Other - Surgical Services,"2,356","1,621",68.80%,9.9,37,83,2021,4,RTT_2021_APR
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,X06,Other - Other Services, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,160",551,47.50%,18.6,57.1,95,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,"1,045",541,51.80%,17.5,39,42,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"3,217","1,735",53.90%,15.3,66.5,345,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"1,072",503,46.90%,19.6,37,1,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"1,650",996,60.40%,13.1,30.8,7,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"1,078",646,59.90%,13.3,33.3,23,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,19,6,31.60%,-,-,5,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,102,101,99.00%,5.4,12.6,0,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology Service,719,535,74.40%,7.5,29.9,8,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology Service,706,572,81.00%,8.5,25.8,3,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology Service,623,430,69.00%,7.8,65.5,71,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,571,474,83.00%,7.3,21.9,0,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology Service,344,227,66.00%,12.2,36.1,2,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology Service,613,257,41.90%,23.2,36.1,3,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,34,32,94.10%,5.2,15.3,0,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology Service,"1,256","1,076",85.70%,7.2,22.8,7,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,"3,525","1,727",49.00%,19.3,62.9,353,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X04,Other - Paediatric Services,934,546,58.50%,12.3,62.1,80,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,"1,018",703,69.10%,9,33,13,2021,4,RTT_2021_APR
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X06,Other - Other Services,174,84,48.30%,19.2,29.9,1,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_100,General Surgery Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_101,Urology Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_130,Ophthalmology Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_140,Oral Surgery Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_160,Plastic Surgery Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_300,General Internal Medicine Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_301,Gastroenterology Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_320,Cardiology Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_330,Dermatology Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_400,Neurology Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_410,Rheumatology Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,55,55,100.00%,2.6,5.9,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_502,Gynaecology Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X02,Other - Medical Services, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"1,174",930,79.20%,5.9,44.3,75,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X05,Other - Surgical Services, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X06,Other - Other Services, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery Service,669,520,77.70%,7.9,26.2,2,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_101,Urology Service,953,840,88.10%,6.2,20.9,3,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"1,869","1,301",69.60%,8.9,32.9,29,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"1,452","1,317",90.70%,4.8,19.7,18,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"3,755","2,611",69.50%,9.7,31,40,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery Service,871,758,87.00%,6.1,22.2,1,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,222,188,84.70%,5.7,21.1,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,139,125,89.90%,8.7,20,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"1,220",974,79.80%,6.4,22.5,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology Service,811,651,80.30%,8.2,29,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology Service,"1,548","1,278",82.60%,6.6,27,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,760,520,68.40%,10.7,29.3,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology Service,455,452,99.30%,6.3,12.7,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology Service,684,547,80.00%,7.7,22.4,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,25,24,96.00%,3.3,10,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology Service,"2,814","2,403",85.40%,7.1,23,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X02,Other - Medical Services,468,427,91.20%,5.8,18.7,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X04,Other - Paediatric Services,926,800,86.40%,6.7,23,0,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,"2,515","2,093",83.20%,5.7,23.8,4,2021,4,RTT_2021_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X06,Other - Other Services,88,67,76.10%,5.9,33,0,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_100,General Surgery Service,"4,639","2,383",51.40%,16.8,50.7,357,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_101,Urology Service,"4,504","2,583",57.30%,14.1,40.3,191,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_110,Trauma and Orthopaedic Service,"5,582","2,004",35.90%,23.1,41.3,230,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_120,Ear Nose and Throat Service,"3,211","2,418",75.30%,10.1,31.2,50,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_130,Ophthalmology Service,"4,026","2,392",59.40%,12.6,32.4,46,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_140,Oral Surgery Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_150,Neurosurgical Service,"2,557","1,509",59.00%,14,45.8,181,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_160,Plastic Surgery Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_300,General Internal Medicine Service,104,60,57.70%,11.8,39.3,3,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_301,Gastroenterology Service,"1,339","1,283",95.80%,6.9,14.5,0,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_320,Cardiology Service,"1,275","1,158",90.80%,4.4,19.1,2,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_330,Dermatology Service,"1,532","1,171",76.40%,7.6,27.5,1,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_340,Respiratory Medicine Service,610,588,96.40%,2.6,13.7,3,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_400,Neurology Service,"2,546","1,351",53.10%,15.8,35,14,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_410,Rheumatology Service,974,889,91.30%,7.4,18.9,4,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_430,Elderly Medicine Service,170,90,52.90%,16.5,34.6,1,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_502,Gynaecology Service,"4,953","2,533",51.10%,16.9,45.5,299,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X02,Other - Medical Services,"5,489","3,886",70.80%,9.9,40.3,286,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X04,Other - Paediatric Services,476,328,68.90%,11.5,25.4,13,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X05,Other - Surgical Services,"3,941","2,423",61.50%,11.3,44.9,244,2021,4,RTT_2021_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X06,Other - Other Services,445,361,81.10%,6,36.1,13,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_100,General Surgery Service,708,394,55.60%,15.4,67.8,106,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_101,Urology Service,"2,795","1,752",62.70%,12.7,37.7,80,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"3,748","2,118",56.50%,13.6,43.1,216,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"4,674","2,584",55.30%,13.9,69,678,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"5,255","3,212",61.10%,12.9,32.9,43,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"5,030","3,678",73.10%,10,30.6,202,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"1,819",775,42.60%,20.8,71.8,350,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,793,572,72.10%,9.6,30,17,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,137,133,97.10%,4.8,15.5,0,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"1,832","1,361",74.30%,9.7,27,17,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_320,Cardiology Service,"6,414","4,234",66.00%,11,43.1,369,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_330,Dermatology Service,"2,402","2,198",91.50%,5.6,18.4,1,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"2,711","2,245",82.80%,7.6,21.4,5,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_400,Neurology Service,946,793,83.80%,6.3,23.4,1,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_410,Rheumatology Service,649,565,87.10%,7.6,21.1,0,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,524,488,93.10%,4.9,16.9,2,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_502,Gynaecology Service,"3,419","2,126",62.20%,12.1,39.2,182,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X02,Other - Medical Services,"9,371","7,983",85.20%,6.2,24.1,75,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X03,Other - Mental Health Services,1,1,100.00%,-,-,0,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"9,699","6,886",71.00%,9.4,31.4,282,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X05,Other - Surgical Services,"7,758","4,788",61.70%,11,60.7,772,2021,4,RTT_2021_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X06,Other - Other Services,"1,333","1,008",75.60%,6,29.8,32,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_100,General Surgery Service,"8,506","6,059",71.20%,10.6,41,521,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_101,Urology Service,"1,848","1,264",68.40%,11.4,34,28,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_110,Trauma and Orthopaedic Service,"5,536","2,217",40.00%,20.9,64.5,772,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_120,Ear Nose and Throat Service,"8,366","4,496",53.70%,15.6,59,771,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_130,Ophthalmology Service,620,484,78.10%,9.5,22.6,0,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_140,Oral Surgery Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_160,Plastic Surgery Service,23,11,47.80%,18.5,32.6,0,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_300,General Internal Medicine Service,686,512,74.60%,8.9,24.4,8,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_301,Gastroenterology Service,"3,285","2,420",73.70%,10.5,28.7,5,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_320,Cardiology Service,"3,186","2,487",78.10%,8.4,27.6,7,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_330,Dermatology Service,"3,764","2,631",69.90%,10.5,31.1,6,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_340,Respiratory Medicine Service,"1,582","1,494",94.40%,6.9,14.9,0,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_400,Neurology Service,"1,711","1,420",83.00%,8.3,24.4,3,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_410,Rheumatology Service,"1,161",875,75.40%,8.1,31.4,30,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_430,Elderly Medicine Service,213,209,98.10%,4.3,9.2,0,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_502,Gynaecology Service,"5,456","3,320",60.90%,13.1,64.6,663,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X02,Other - Medical Services,"2,277","1,843",80.90%,8,24,21,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X04,Other - Paediatric Services,"2,199","1,741",79.20%,8.1,25.2,4,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X05,Other - Surgical Services,"1,096",818,74.60%,9,30.4,6,2021,4,RTT_2021_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X06,Other - Other Services,5,3,60.00%,-,-,0,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_100,General Surgery Service,"1,012",815,80.50%,8.1,25.8,9,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_101,Urology Service,"1,434","1,198",83.50%,7.8,22,5,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_110,Trauma and Orthopaedic Service,"1,490","1,158",77.70%,10.3,27.5,8,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_120,Ear Nose and Throat Service,"1,374","1,185",86.20%,6.8,24,21,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_130,Ophthalmology Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_140,Oral Surgery Service,"1,341","1,094",81.60%,8.3,27,14,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_160,Plastic Surgery Service,78,51,65.40%,13.3,29,5,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_300,General Internal Medicine Service,113,95,84.10%,10.4,20,0,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_301,Gastroenterology Service,"1,624","1,354",83.40%,9.4,23.3,3,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_320,Cardiology Service,517,517,100.00%,3.1,8.8,0,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_330,Dermatology Service,"2,184","1,502",68.80%,10.2,29.5,2,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_340,Respiratory Medicine Service,650,642,98.80%,4.7,13.5,0,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_400,Neurology Service,565,541,95.80%,5.9,15.1,0,2021,4,RTT_2021_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_410,Rheumatology Service,347,347,100.00%,3.7,7.8,0,2021,4,RTT_2021_APR
